book_number,title,author,language,genres,plain_text_url
56369,Coward or Hero?,"Leclerc, Eugène (Dramatist)",English,"['Humour', 'Novels', 'French Literature']",https://www.gutenberg.org/ebooks/56369.txt.utf-8
56371,"The Flower of the Flock, Volume 1 (of 3)","Egan, Pierce, 1772-1849",English,"['Romance', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/56371.txt.utf-8
56372,"The Flower of the Flock, Volume 2 (of 3)","Egan, Pierce, 1772-1849",English,"['Romance', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/56372.txt.utf-8
56373,"The Flower of the Flock, Volume 3 (of 3)","Egan, Pierce, 1772-1849",English,"['Novels', 'British Literature']",https://www.gutenberg.org/ebooks/56373.txt.utf-8
56381,"Guy Harris, the Runaway","Castlemon, Harry, 1842-1915",English,"['Adventure', 'Novels']",https://www.gutenberg.org/ebooks/56381.txt.utf-8
56385,Jonah's Luck,"Hume, Fergus, 1859-1932",English,"['Novels', 'Crime, Thrillers and Mystery']",https://www.gutenberg.org/ebooks/56385.txt.utf-8
56389,"Jules of the great heart :  ""free"" trapper and outlaw in the Hudson Bay region in the early days","Mott, Lawrence, 1881-1931",English,"['Adventure', 'Novels']",https://www.gutenberg.org/ebooks/56389.txt.utf-8
56401,Fairy Tales from Gold Lands: Second Series,"Wentworth, May",English,"['Short Stories', 'Mythology, Legends & Folklore']",https://www.gutenberg.org/ebooks/56401.txt.utf-8
56408,The Mail Carrier,"Castlemon, Harry, 1842-1915",English,"['American Literature', 'Novels']",https://www.gutenberg.org/ebooks/56408.txt.utf-8
56410,Ruby: A Story of the Australian Bush,"Jamieson, Molly E.",English,"['Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/56410.txt.utf-8
56411,St. Andrews Ghost StoriesFourth Edition,"Linskill, William Thomas",English,"['Short Stories', 'Mythology, Legends & Folklore']",https://www.gutenberg.org/ebooks/56411.txt.utf-8
56416,John Baring's House,"Singmaster, Elsie, 1879-1958",English,"['American Literature', 'Historical Novels', 'Novels']",https://www.gutenberg.org/ebooks/56416.txt.utf-8
56425,The Mountain of Fears,"Rowland, Henry C. (Henry Cottrell), 1874-1933",English,"['Adventure', 'Novels']",https://www.gutenberg.org/ebooks/56425.txt.utf-8
56426,The Mummy! A Tale of the Twenty-Second Century,"Loudon, Mrs. (Jane), 1807-1858",English,"['Science-Fiction & Fantasy', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/56426.txt.utf-8
56430,The Race of the Swift,"Litsey, Edwin Carlile, 1874-1970",English,['Short Stories'],https://www.gutenberg.org/ebooks/56430.txt.utf-8
56432,The Peacock of Jewels,"Hume, Fergus, 1859-1932",English,"['Novels', 'Crime, Thrillers and Mystery', 'British Literature']",https://www.gutenberg.org/ebooks/56432.txt.utf-8
56433,The Manoeuvring Mother (vol. 1 of 3),"Bury, Charlotte Campbell, Lady, 1775-1861",English,"['Novels', 'British Literature']",https://www.gutenberg.org/ebooks/56433.txt.utf-8
56434,The Manoeuvring Mother (vol. 2 of 3),"Bury, Charlotte Campbell, Lady, 1775-1861",English,"['Romance', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/56434.txt.utf-8
56435,The Manoeuvring Mother (vol. 3 of 3),"Bury, Charlotte Campbell, Lady, 1775-1861",English,"['Novels', 'British Literature']",https://www.gutenberg.org/ebooks/56435.txt.utf-8
56437,Rice Papers,"Norris, Hugh Leigh",English,"['British Literature', 'Short Stories', 'Humour', 'Adventure']",https://www.gutenberg.org/ebooks/56437.txt.utf-8
56439,Old Clinkers: A Story of the New York Fire Department,"O'Higgins, Harvey Jerrold, 1876-1929",English,"['American Literature', 'Adventure', 'Novels']",https://www.gutenberg.org/ebooks/56439.txt.utf-8
56443,Seventeen Years in the Underworld,"Scott, Wellington",English,"['Biographies', 'American Literature', 'Crime, Thrillers and Mystery']",https://www.gutenberg.org/ebooks/56443.txt.utf-8
56445,The Mania of the Nations on the Planet Mars and its Terrific ConsequencesA Combination of Fun and Wisdom,"Calisch, James Howard, 1863-1926",English,"['Science-Fiction & Fantasy', 'Humour']",https://www.gutenberg.org/ebooks/56445.txt.utf-8
56447,"The Tunnel: Pilgrimage, Volume 4","Richardson, Dorothy M. (Dorothy Miller), 1873-1957",English,"['Novels', 'British Literature']",https://www.gutenberg.org/ebooks/56447.txt.utf-8
56449,"Snowed Up; or, The Sportman's Club in the Mountains","Castlemon, Harry, 1842-1915",English,"['American Literature', 'Adventure', 'Novels']",https://www.gutenberg.org/ebooks/56449.txt.utf-8
56450,Pleiades Club—Telegraphers' Paradise on Planet Mars,"Hayes, J. W. (Jeff W.), 1853-1917",English,"['Science-Fiction & Fantasy', 'Novels']",https://www.gutenberg.org/ebooks/56450.txt.utf-8
56455,Rebellion,"Patterson, Joseph Medill, 1879-1946",English,"['American Literature', 'Novels']",https://www.gutenberg.org/ebooks/56455.txt.utf-8
56456,Three Men: A Novel,"Gorky, Maksim, 1868-1936",English,"['Novels', 'Russian Literature']",https://www.gutenberg.org/ebooks/56456.txt.utf-8
56465,An Act in a Backwater,"Benson, E. F. (Edward Frederic), 1867-1940",English,"['Humour', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/56465.txt.utf-8
56470,The Great Pearl Secret,"Williamson, A. M. (Alice Muriel), 1869-1933",English,"['American Literature', 'Novels', 'Crime, Thrillers and Mystery']",https://www.gutenberg.org/ebooks/56470.txt.utf-8
56471,"Corporal Tikitanu, V.C.","Fussell, J. C. (James Coldham), 1874-1945",English,"['Adventure', 'Humour', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/56471.txt.utf-8
56481,"""Peanut"": The Story of a Boy","Paine, Albert Bigelow, 1861-1937",English,"['American Literature', 'Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/56481.txt.utf-8
56510,"Slicko, the Jumping Squirrel: Her Many Adventures","Barnum, Richard",English,"['Adventure', 'Children & Young Adult Reading']",https://www.gutenberg.org/ebooks/56510.txt.utf-8
56513,The Simple Adventures of a Memsahib,"Duncan, Sara Jeannette, 1861-1922",English,"['Novels', 'British Literature']",https://www.gutenberg.org/ebooks/56513.txt.utf-8
56514,Wild Roses: A Tale of the Rockies,"Driggs, Howard R. (Howard Roscoe), 1873-1963",English,"['American Literature', 'Adventure', 'Humour', 'Romance', 'Novels']",https://www.gutenberg.org/ebooks/56514.txt.utf-8
56516,Coppertop: The Queer Adventures of a Quaint Child,"Gaze, Harold",English,"['Science-Fiction & Fantasy', 'Children & Young Adult Reading', 'Novels', 'Humour']",https://www.gutenberg.org/ebooks/56516.txt.utf-8
56522,Mazeppa,"Whishaw, Frederick, 1854-1934",English,"['Historical Novels', 'Adventure']",https://www.gutenberg.org/ebooks/56522.txt.utf-8
56527,In a Quiet Village,"Baring-Gould, S. (Sabine), 1834-1924",English,"['Short Stories', 'British Literature']",https://www.gutenberg.org/ebooks/56527.txt.utf-8
56528,Germinal,"Zola, Émile, 1840-1902",English,"['Novels', 'French Literature']",https://www.gutenberg.org/ebooks/56528.txt.utf-8
56536,A Life of Walt Whitman,"Binns, Henry Bryan, 1873-1923",English,"['American Literature', 'Biographies']",https://www.gutenberg.org/ebooks/56536.txt.utf-8
56541,The Joy of Life [La joie de vivre],"Zola, Émile, 1840-1902",English,"['Novels', 'French Literature']",https://www.gutenberg.org/ebooks/56541.txt.utf-8
56550,The Popol Vuh: The Mythic and Heroic Sagas of the Kichés of Central America,"Spence, Lewis, 1874-1955",English,"['Mythology, Legends & Folklore']",https://www.gutenberg.org/ebooks/56550.txt.utf-8
56553,The Sugar Creek Gang Digs for Treasure,"Hutchens, Paul, 1902-1977",English,"['American Literature', 'Children & Young Adult Reading', 'Crime, Thrillers and Mystery', 'Adventure', 'Novels']",https://www.gutenberg.org/ebooks/56553.txt.utf-8
56554,The Sugar Creek Gang Goes North,"Hutchens, Paul, 1902-1977",English,"['Adventure', 'Children & Young Adult Reading', 'Crime, Thrillers and Mystery']",https://www.gutenberg.org/ebooks/56554.txt.utf-8
56555,The Magical Mimics in Oz,"Snow, Jack, 1907-1956",English,"['Science-Fiction & Fantasy', 'Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/56555.txt.utf-8
56556,"Peter Poodle, Toy Maker to the King","Bradley, Will, 1868-1962",English,"['Adventure', 'Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/56556.txt.utf-8
56562,Kidnapped (Illustrated)Being Memoirs of the Adventures of David Balfour in the Year 1751,"Stevenson, Robert Louis, 1850-1894",English,"['Historical Novels', 'Adventure', 'British Literature']",https://www.gutenberg.org/ebooks/56562.txt.utf-8
56563,Her Sailor: A Love Story,"Saunders, Marshall, 1861-1947",English,"['Romance', 'Novels']",https://www.gutenberg.org/ebooks/56563.txt.utf-8
56564,Jaquelina,"Miller, Alex. McVeigh, Mrs., 1850-1937",English,"['Adventure', 'Novels']",https://www.gutenberg.org/ebooks/56564.txt.utf-8
56566,First Love: A Novel. Vol. 2 of 3,"Loudon, Mrs. (Margracia)",English,"['Romance', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/56566.txt.utf-8
56576,Legends of Fire Island Beach and the South Side,"Shaw, Edward R. (Edward Richard), 1855-1903",English,"['Adventure', 'Mythology, Legends & Folklore']",https://www.gutenberg.org/ebooks/56576.txt.utf-8
56577,Adrian Savage: A Novel,"Malet, Lucas, 1852-1931",English,['Novels'],https://www.gutenberg.org/ebooks/56577.txt.utf-8
56579,"The Countess of Lowndes Square, and Other Stories","Benson, E. F. (Edward Frederic), 1867-1940",English,"['Short Stories', 'Humour', 'Crime, Thrillers and Mystery', 'British Literature']",https://www.gutenberg.org/ebooks/56579.txt.utf-8
56581,"D'Orsay; or, The complete dandy","Shore, W. Teignmouth (William Teignmouth), 1865-1932",English,['Biographies'],https://www.gutenberg.org/ebooks/56581.txt.utf-8
56582,The Gentle Persuasion: Sketches of Scottish Life,"Gray, Alan",English,['British Literature'],https://www.gutenberg.org/ebooks/56582.txt.utf-8
56583,Patty in the City,"Wells, Carolyn, 1862-1942",English,"['American Literature', 'Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/56583.txt.utf-8
56589,"Harper's Round Table, March 24, 1896",Various,English,"['Short Stories', 'Children & Young Adult Reading', 'Adventure']",https://www.gutenberg.org/ebooks/56589.txt.utf-8
56590,The Rush for the Spoil (La Curée): A Realistic Novel,"Zola, Émile, 1840-1902",English,"['Novels', 'French Literature']",https://www.gutenberg.org/ebooks/56590.txt.utf-8
56594,Head of the Lower School,"Moore, Dorothea, 1880-1933",English,"['Children & Young Adult Reading', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/56594.txt.utf-8
56597,The Legends and Myths of Hawaii: The fables and folk-lore of a strange people,"Kalakaua, David, King of Hawaii, 1836-1891",English,"['Mythology, Legends & Folklore']",https://www.gutenberg.org/ebooks/56597.txt.utf-8
56598,"Harry Coverdale's Courtship, and All That Came of It","Smedley, Frank E. (Frank Edward), 1818-1864",English,"['Romance', 'Humour', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/56598.txt.utf-8
56599,"The Fortunes of the Colville Family; or, A Cloud with its Silver Lining","Smedley, Frank E. (Frank Edward), 1818-1864",English,"['Novels', 'British Literature']",https://www.gutenberg.org/ebooks/56599.txt.utf-8
56600,"Lewis Arundel; Or, The Railroad Of Life","Smedley, Frank E. (Frank Edward), 1818-1864",English,"['Novels', 'British Literature']",https://www.gutenberg.org/ebooks/56600.txt.utf-8
56602,Frank Hunter's Peril,"Alger, Horatio, Jr., 1832-1899",English,"['American Literature', 'Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/56602.txt.utf-8
56614,"Village Folk-Tales of Ceylon, Volume 1 (of 3)",Author not found,English,"['Mythology, Legends & Folklore']",https://www.gutenberg.org/ebooks/56614.txt.utf-8
56620,"Ruby Roland, the Girl Spy; or, Simon Kenton's Protege","Whittaker, Frederick, 1838-1889",English,"['Historical Novels', 'Adventure', 'American Literature']",https://www.gutenberg.org/ebooks/56620.txt.utf-8
56626,Johnny NelsonHow a one-time pupil of Hopalong Cassidy of the famous Bar-20 ranch in the Pecos Valley performed an act of knight-errantry and what came of it,"Mulford, Clarence Edward, 1883-1956",English,"['American Literature', 'Adventure', 'Novels']",https://www.gutenberg.org/ebooks/56626.txt.utf-8
56629,"Harper's Young People, March 28, 1882An Illustrated Weekly",Various,English,['Children & Young Adult Reading'],https://www.gutenberg.org/ebooks/56629.txt.utf-8
56632,Two Little Women and Treasure House,"Wells, Carolyn, 1862-1942",English,"['American Literature', 'Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/56632.txt.utf-8
56635,"The Girl's Own Paper, Vol. XX, No. 998, February 11, 1899",Various,English,"['Children & Young Adult Reading', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/56635.txt.utf-8
56639,"The Republic of the Future; or, Socialism a Reality","Dodd, Anna Bowman, 1855-1929",English,"['Science-Fiction & Fantasy', 'Novels']",https://www.gutenberg.org/ebooks/56639.txt.utf-8
56643,The Memoirs of Maria Stella (Lady Newborough),"Ungern-Sternberg, Maria Stella Petronilla, Baroness, 1773-1843",English,['Biographies'],https://www.gutenberg.org/ebooks/56643.txt.utf-8
56644,Bulfinch's MythologyThe Age of Fable; The Age of Chivalry; Legends of Charlemagne,"Bulfinch, Thomas, 1796-1867",English,"['Classics of Literature', 'Mythology, Legends & Folklore']",https://www.gutenberg.org/ebooks/56644.txt.utf-8
56652,Kitty of the Roses,"Barbour, Ralph Henry, 1870-1944",English,"['American Literature', 'Romance', 'Novels']",https://www.gutenberg.org/ebooks/56652.txt.utf-8
56654,His Excellency [Son Exc. Eugène Rougon],"Zola, Émile, 1840-1902",English,"['Novels', 'French Literature']",https://www.gutenberg.org/ebooks/56654.txt.utf-8
56658,"Danny again :  further adventures of ""Danny the Detective""","Barclay, Vera C. (Vera Charlesworth), 1893-1989",English,"['Adventure', 'Children & Young Adult Reading']",https://www.gutenberg.org/ebooks/56658.txt.utf-8
56660,You're on the Air,"Heyliger, William, 1884-1955",English,"['American Literature', 'Novels']",https://www.gutenberg.org/ebooks/56660.txt.utf-8
56664,"Honeycomb: Pilgrimage, Volume 3","Richardson, Dorothy M. (Dorothy Miller), 1873-1957",English,"['Novels', 'British Literature']",https://www.gutenberg.org/ebooks/56664.txt.utf-8
56665,Tales and StoriesNow First Collected,"Shelley, Mary Wollstonecraft, 1797-1851",English,"['Short Stories', 'British Literature']",https://www.gutenberg.org/ebooks/56665.txt.utf-8
56670,Our Lady of the Pillar,"Queirós, Eça de, 1845-1900",English,['Historical Novels'],https://www.gutenberg.org/ebooks/56670.txt.utf-8
56671,The Last Three Soldiers,"Shelton, W. H. (William Henry), 1840-1932?",English,"['Historical Novels', 'Adventure', 'American Literature']",https://www.gutenberg.org/ebooks/56671.txt.utf-8
56675,The Attic Guest: A Novel,"Knowles, Robert E. (Robert Edward), 1868-1946",English,['Novels'],https://www.gutenberg.org/ebooks/56675.txt.utf-8
56676,"The Buried Treasure; Or, Old Jordan's ""Haunt""","Castlemon, Harry, 1842-1915",English,"['American Literature', 'Novels']",https://www.gutenberg.org/ebooks/56676.txt.utf-8
56677,"Harper's Young People, April 4, 1882An Illustrated Weekly",Various,English,['Children & Young Adult Reading'],https://www.gutenberg.org/ebooks/56677.txt.utf-8
56683,The Shaggy Man of Oz,"Snow, Jack, 1907-1956",English,"['Science-Fiction & Fantasy', 'Adventure', 'Children & Young Adult Reading']",https://www.gutenberg.org/ebooks/56683.txt.utf-8
56686,Tom Temple's Career,"Alger, Horatio, Jr., 1832-1899",English,"['American Literature', 'Novels']",https://www.gutenberg.org/ebooks/56686.txt.utf-8
56687,The Soil (La terre): A Realistic Novel,"Zola, Émile, 1840-1902",English,"['Novels', 'French Literature']",https://www.gutenberg.org/ebooks/56687.txt.utf-8
56690,Adventures of the Teenie Weenies,"Donahey, William, 1883-1970",English,"['Short Stories', 'Children & Young Adult Reading', 'Adventure']",https://www.gutenberg.org/ebooks/56690.txt.utf-8
56692,Editha's Burglar: A Story for Children,"Burnett, Frances Hodgson, 1849-1924",English,"['Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/56692.txt.utf-8
56693,The Boy in the Bush,"Rowe, Richard, 1828-1879",English,"['Adventure', 'Novels']",https://www.gutenberg.org/ebooks/56693.txt.utf-8
56694,Five Little Bush Girls,"Ryan, E. Lee (Emily Lee)",English,"['Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/56694.txt.utf-8
56695,The Radio Boys with the Border Patrol,"Breckenridge, Gerald, 1889?-1964",English,"['Adventure', 'Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/56695.txt.utf-8
56696,Arqtiq: A Study of the Marvels at the North Pole,"Adolph, Anna, 1841-1917",English,"['American Literature', 'Science-Fiction & Fantasy', 'Adventure', 'Novels']",https://www.gutenberg.org/ebooks/56696.txt.utf-8
56699,The Stone Axe of Burkamukk,"Bruce, Mary Grant, 1878-1958",English,"['Mythology, Legends & Folklore', 'Adventure', 'Novels']",https://www.gutenberg.org/ebooks/56699.txt.utf-8
56705,Mrs. Essington: The Romance of a House-party,"Chamberlain, Lucia, 1882-1978",English,"['American Literature', 'Romance', 'Novels']",https://www.gutenberg.org/ebooks/56705.txt.utf-8
56707,Bertrand of Brittany,"Deeping, Warwick, 1877-1950",English,"['Historical Novels', 'Novels']",https://www.gutenberg.org/ebooks/56707.txt.utf-8
56713,The Weird Adventures of Professor Delapine of the Sorbonne,"Johnson, G. Lindsay (George Lindsay), 1853-1943",English,"['Science-Fiction & Fantasy', 'Novels']",https://www.gutenberg.org/ebooks/56713.txt.utf-8
56714,Dick Lester of Kurrajong,"Bruce, Mary Grant, 1878-1958",English,"['Adventure', 'Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/56714.txt.utf-8
56717,Members of the Family,"Wister, Owen, 1860-1938",English,"['American Literature', 'Humour', 'Novels']",https://www.gutenberg.org/ebooks/56717.txt.utf-8
56718,"Catty Atkins, Sailorman","Kelland, Clarence Budington, 1881-1964",English,"['Adventure', 'Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/56718.txt.utf-8
56719,Mimi's Marriage,"Veselitskaia, Lidiia Ivanovna, 1857-1936",English,['Novels'],https://www.gutenberg.org/ebooks/56719.txt.utf-8
56720,"Lanagan, Amateur Detective","Hurlbut, Edward H., 1881?-1954",English,"['American Literature', 'Novels', 'Crime, Thrillers and Mystery']",https://www.gutenberg.org/ebooks/56720.txt.utf-8
56722,Home Scenes and Heart Studies,"Aguilar, Grace, 1816-1847",English,['Novels'],https://www.gutenberg.org/ebooks/56722.txt.utf-8
56725,An Everyday Girl: A Story,"Blanchard, Amy Ella, 1856-1926",English,"['American Literature', 'Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/56725.txt.utf-8
56730,"Tony the Tramp; Or, Right is Might","Alger, Horatio, Jr., 1832-1899",English,"['American Literature', 'Novels']",https://www.gutenberg.org/ebooks/56730.txt.utf-8
56739,"High society :  Advice as to social campaigning, and hints on the management of dowagers, dinners, debutantes, dances, and the thousand and one diversions of persons of quality","Parker, Dorothy, 1893-1967",English,"['American Literature', 'Humour', 'Novels']",https://www.gutenberg.org/ebooks/56739.txt.utf-8
56743,"Larry Dexter and the Stolen Boy; or, A Young Reporter on the Lakes","Garis, Howard Roger, 1873-1962",English,"['Adventure', 'Children & Young Adult Reading', 'Crime, Thrillers and Mystery', 'Novels']",https://www.gutenberg.org/ebooks/56743.txt.utf-8
56746,Airplane Boys at Platinum River,"Craine, E. J. (Edith Janice), 1881-",English,"['Adventure', 'Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/56746.txt.utf-8
56748,Little Stories of Married Life,"Cutting, Mary Stewart, 1851-1924",English,"['Short Stories', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/56748.txt.utf-8
56750,"Tarry thou till I come; or, Salathiel, the wandering Jew.","Croly, George, 1780-1860",English,"['Romance', 'Historical Novels', 'Mythology, Legends & Folklore', 'British Literature']",https://www.gutenberg.org/ebooks/56750.txt.utf-8
56753,Satanella: A Story of Punchestown,"Whyte-Melville, G. J. (George John), 1821-1878",English,"['Romance', 'Adventure', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/56753.txt.utf-8
56756,"The Young Book Agent; or, Frank Hardy's Road to Success","Alger, Horatio, Jr., 1832-1899",English,"['American Literature', 'Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/56756.txt.utf-8
56759,"A Chance for Himself; or, Jack Hazard and His Treasure","Trowbridge, J. T. (John Townsend), 1827-1916",English,"['American Literature', 'Adventure', 'Novels']",https://www.gutenberg.org/ebooks/56759.txt.utf-8
56766,"Harper's Round Table, April 14, 1896",Various,English,"['Adventure', 'Short Stories', 'Children & Young Adult Reading', 'Humour']",https://www.gutenberg.org/ebooks/56766.txt.utf-8
56773,The Polly Page Ranch Club,"Forrester, Izola L. (Izola Louise), 1878-1944",English,"['American Literature', 'Adventure', 'Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/56773.txt.utf-8
56780,The Hemlock Avenue Mystery,"Long, Lily A. (Lily Augusta), 1862-1927",English,"['Novels', 'Crime, Thrillers and Mystery']",https://www.gutenberg.org/ebooks/56780.txt.utf-8
56787,7 to 12: A Detective Story,"Green, Anna Katharine, 1846-1935",English,"['Novels', 'Crime, Thrillers and Mystery']",https://www.gutenberg.org/ebooks/56787.txt.utf-8
56790,The Travels of Fuzz and Buzz,"Mockler, Geraldine",English,"['Adventure', 'Children & Young Adult Reading']",https://www.gutenberg.org/ebooks/56790.txt.utf-8
56792,A Year in a YawlA True Tale of the Adventures of Four Boys in a Thirty-foot Yawl,"Doubleday, Russell, 1872-1949",English,['Adventure'],https://www.gutenberg.org/ebooks/56792.txt.utf-8
56797,"The Invaders, and Other Stories","Tolstoy, Leo, graf, 1828-1910",English,"['Short Stories', 'Russian Literature']",https://www.gutenberg.org/ebooks/56797.txt.utf-8
56798,The Young Salesman,"Alger, Horatio, Jr., 1832-1899",English,"['American Literature', 'Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/56798.txt.utf-8
56799,The Downfall (La Débâcle): A Story of the Horrors of War,"Zola, Émile, 1840-1902",English,"['Historical Novels', 'French Literature']",https://www.gutenberg.org/ebooks/56799.txt.utf-8
56802,"Harper's Round Table, April 21, 1896",Various,English,"['Short Stories', 'Children & Young Adult Reading', 'Adventure']",https://www.gutenberg.org/ebooks/56802.txt.utf-8
56809,Turgenev: A Study,"Garnett, Edward, 1868-1937",English,"['Russian Literature', 'Biographies']",https://www.gutenberg.org/ebooks/56809.txt.utf-8
56810,Ivar the VikingA romantic history based upon authentic facts of the third and fourth centuries,"Du Chaillu, Paul B. (Paul Belloni), 1835-1903",English,"['Historical Novels', 'Adventure', 'Mythology, Legends & Folklore']",https://www.gutenberg.org/ebooks/56810.txt.utf-8
56813,More Stories of Married Life,"Cutting, Mary Stewart, 1851-1924",English,"['American Literature', 'Short Stories', 'Novels']",https://www.gutenberg.org/ebooks/56813.txt.utf-8
56819,"The Babes in the Basket; or, Daph and Her Charge","Baker, Sarah S. (Sarah Schoonmaker), 1824-1906",English,"['Historical Novels', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/56819.txt.utf-8
56823,"Winnetou, the Apache Knight","May, Karl, 1842-1912",English,"['Adventure', 'Novels']",https://www.gutenberg.org/ebooks/56823.txt.utf-8
56827,Whitewash,"Vachell, Horace Annesley, 1861-1955",English,"['Novels', 'British Literature']",https://www.gutenberg.org/ebooks/56827.txt.utf-8
56828,Plain Tales of the North,"Mallet, Thierry, 1884-1969",English,"['Short Stories', 'Adventure']",https://www.gutenberg.org/ebooks/56828.txt.utf-8
56831,The King of the Park,"Saunders, Marshall, 1861-1947",English,"['Adventure', 'Children & Young Adult Reading', 'Novels', 'Humour']",https://www.gutenberg.org/ebooks/56831.txt.utf-8
56834,The Polly Page Yacht Club,"Forrester, Izola L. (Izola Louise), 1878-1944",English,"['American Literature', 'Adventure', 'Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/56834.txt.utf-8
56838,The Saintsbury Affair,"Long, Lily A. (Lily Augusta), 1862-1927",English,"['Novels', 'Crime, Thrillers and Mystery']",https://www.gutenberg.org/ebooks/56838.txt.utf-8
56840,"Harper's Young People, April 25, 1882An Illustrated Weekly",Various,English,"['Adventure', 'Children & Young Adult Reading', 'Humour']",https://www.gutenberg.org/ebooks/56840.txt.utf-8
56841,The Disappearing Eye,"Hume, Fergus, 1859-1932",English,"['Novels', 'Crime, Thrillers and Mystery']",https://www.gutenberg.org/ebooks/56841.txt.utf-8
56843,Silanus the Christian,"Abbott, Edwin Abbott, 1838-1926",English,"['Historical Novels', 'Novels']",https://www.gutenberg.org/ebooks/56843.txt.utf-8
56849,Camp Fire Girls in War and Peace,"Hornibrook, Isabel, 1859-1952",English,"['Historical Novels', 'Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/56849.txt.utf-8
56860,The Conquest of Plassans (La Conquête de Plassans),"Zola, Émile, 1840-1902",English,"['Novels', 'French Literature']",https://www.gutenberg.org/ebooks/56860.txt.utf-8
56861,Gambolling with Galatea: a Bucolic Romance,"Dunham, Curtis",English,"['Humour', 'Novels']",https://www.gutenberg.org/ebooks/56861.txt.utf-8
56868,"The Boy Traders; Or, The Sportsman's Club Among the Boers","Castlemon, Harry, 1842-1915",English,"['Adventure', 'Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/56868.txt.utf-8
56870,Tales from Gorky,"Gorky, Maksim, 1868-1936",English,"['Short Stories', 'Russian Literature']",https://www.gutenberg.org/ebooks/56870.txt.utf-8
56872,"Minerva's Manoeuvres: The Cheerful Facts of a ""Return to Nature""","Loomis, Charles Battell, 1861-1911",English,"['American Literature', 'Humour', 'Novels']",https://www.gutenberg.org/ebooks/56872.txt.utf-8
56876,New Amazonia: A Foretaste of the Future,"Corbett, George, Mrs., 1846-1930",English,"['Science-Fiction & Fantasy', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/56876.txt.utf-8
56877,The eleventh hour in the life of Julia Ward Howe,"Elliott, Maud Howe, 1854-1948",English,"['American Literature', 'Biographies']",https://www.gutenberg.org/ebooks/56877.txt.utf-8
56878,"First love, and other stories","Turgenev, Ivan Sergeevich, 1818-1883",English,"['Short Stories', 'Russian Literature']",https://www.gutenberg.org/ebooks/56878.txt.utf-8
56883,"Balaam and His Master, and Other Sketches and Stories","Harris, Joel Chandler, 1848-1908",English,"['Short Stories', 'American Literature']",https://www.gutenberg.org/ebooks/56883.txt.utf-8
56887,"The Junior Classics, Volume 3: Tales from Greece and Rome",Author not found,English,"['Mythology, Legends & Folklore', 'Children & Young Adult Reading']",https://www.gutenberg.org/ebooks/56887.txt.utf-8
56889,The Blue Star,"Pratt, Fletcher, 1897-1956",English,"['Science-Fiction & Fantasy', 'Novels']",https://www.gutenberg.org/ebooks/56889.txt.utf-8
56891,"Helon's Pilgrimage to Jerusalem, Volume 2 (of 2)A picture of Judaism, in the century which preceded the advent of our Savior.","Strauss, Friedrich, 1786-1863",English,"['Historical Novels', 'Novels']",https://www.gutenberg.org/ebooks/56891.txt.utf-8
56894,Nancy Brandon's Mystery,"Garis, Lilian, 1873-1954",English,"['Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/56894.txt.utf-8
56895,A Yankee Flier in the Far East,"Montgomery, Rutherford G. (Rutherford George), 1896-1985",English,"['Adventure', 'Novels']",https://www.gutenberg.org/ebooks/56895.txt.utf-8
